Model,Threshold,Accuracy,Precision,Recall,F1-score,ROC-AUC,TN,FP,FN,TP
Logistic Regression,0.5,0.7388218594748048,0.5051020408163265,0.7941176470588235,0.6174636174636174,0.8515513188147459,744,291,77,297
